TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD,Up
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner58.ai,nonwinner142.ai,,3,,7
93,3583,11,13,29,21,32,35,56,46,73,75,,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner03.ai,,,,,,3,3,7
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner149.ai,nonwinner25.ai,,3,,7
21,2992,15,03,24,26,,,58,49,70,69,free03.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner147.ai,nonwinner151.ai,nonwinner86.ai,,4,,8
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner93.ai,nonwinner63.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner55.ai,nonwinner99.ai,,4,,8
,,,,,,,,,,,,,,nonwinner59.ai,nonwinner71.ai,nonwinner38.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner35.ai,nonwinner38.ai,,1,,1
62,2243,01,15,22,23,36,43,52,51,68,75,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
69,5257,06,07,22,30,33,44,49,51,72,68,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner163.ai,nonwinner36.ai,,1,,1
67,8895,02,14,19,26,40,38,54,51,62,69,,,,,,base02.ai,2,,2
60,2590,02,03,18,16,36,45,55,56,67,66,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,winner02.ai,,,,,,2,2,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
95,8163,01,14,25,28,36,44,56,60,73,67,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner126.ai,nonwinner93.ai,nonwinner132.ai,,2,,2
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner37.ai,nonwinner96.ai,,3,,3
,,,,,,,,,,,,,,nonwinner53.ai,nonwinner26.ai,nonwinner121.ai,,3,,3
102,921,07,02,17,30,43,36,51,46,63,75,,,,,,base02.ai,3,,3
81,559,13,06,18,19,43,37,60,54,66,72,,,,,,base02.ai,3,,3
11,1636,08,13,,,33,32,,,62,68,free02.ai,free04.ai,,,,base02.ai,3,,3
53,6970,04,14,28,30,34,40,,,75,68,free04.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner141.ai,nonwinner93.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,4,4,4
130,5441,03,05,28,25,31,39,59,46,64,68,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner100.ai,nonwinner161.ai,nonwinner43.ai,,4,,4
,,,,,,,,,,,,,,nonwinner96.ai,nonwinner129.ai,nonwinner72.ai,,4,,4
74,1708,06,15,20,24,31,34,51,46,66,65,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner112.ai,nonwinner90.ai,,1,,5
107,452,07,02,25,18,44,35,58,47,70,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner157.ai,nonwinner33.ai,nonwinner81.ai,,1,,5
,,,,,,,,,,,,winner02.ai,,,,,,1,2,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner164.ai,nonwinner30.ai,,1,,5
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner08.ai,nonwinner116.ai,,1,,5
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner86.ai,nonwinner75.ai,,2,,6
50,7168,,,25,19,43,35,48,60,68,64,free01.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner53.ai,nonwinner50.ai,,2,,6
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner158.ai,nonwinner113.ai,,2,,6
29,2522,,,25,17,44,40,56,59,63,71,free01.ai,,,,,base02.ai,2,,6
43,8123,04,12,27,29,41,42,54,55,,,free05.ai,,,,,base02.ai,2,,6
127,8980,15,07,16,21,33,39,53,58,70,71,,,,,,base02.ai,2,,6
128,7173,11,04,29,17,38,39,59,52,70,72,,,,,,base02.ai,3,,7
86,6089,01,09,20,21,33,44,55,52,75,63,,,,,,base02.ai,3,,7
51,765,06,01,24,19,41,39,,,65,63,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner81.ai,nonwinner03.ai,nonwinner44.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
2,5662,03,13,,,,,47,58,64,73,free02.ai,free03.ai,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner68.ai,nonwinner109.ai,nonwinner07.ai,,3,,7
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner23.ai,nonwinner149.ai,,4,,8
,,,,,,,,,,,,winner02.ai,,,,,,4,2,8
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner137.ai,nonwinner05.ai,,4,,8
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner158.ai,nonwinner80.ai,,4,,8
,,,,,,,,,,,,,,nonwinner19.ai,nonwinner156.ai,nonwinner78.ai,,4,,8
,,,,,,,,,,,,winner03.ai,,,,,,4,3,8
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner81.ai,nonwinner14.ai,,4,,8
,,,,,,,,,,,,winner04.ai,,,,,,1,4,1
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner106.ai,nonwinner147.ai,,1,,1
,,,,,,,,,,,,,,nonwinner27.ai,nonwinner136.ai,nonwinner128.ai,,1,,1
,,,,,,,,,,,,,,nonwinner51.ai,nonwinner65.ai,nonwinner41.ai,,1,,1
55,2797,02,04,,,37,32,60,50,69,74,free02.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner114.ai,nonwinner145.ai,,1,,1
118,7655,09,06,23,25,37,39,54,52,73,71,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner41.ai,nonwinner11.ai,nonwinner23.ai,,2,,2
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner02.ai,nonwinner72.ai,,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner03.ai,,,,,,2,3,2
102,670,02,01,28,20,37,32,47,53,71,72,,,,,,base02.ai,2,,2
11,5329,,,20,22,,,56,51,67,68,free01.ai,free03.ai,,,,base02.ai,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
130,4667,08,14,25,27,39,33,55,49,71,75,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner09.ai,nonwinner139.ai,,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,winner03.ai,,,,,,3,3,3
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner86.ai,nonwinner56.ai,,3,,3
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner103.ai,nonwinner75.ai,,3,,3
,,,,,,,,,,,,,,nonwinner160.ai,nonwinner72.ai,nonwinner76.ai,,3,,3
,,,,,,,,,,,,winner02.ai,,,,,,4,2,4
,,,,,,,,,,,,,,nonwinner22.ai,nonwinner32.ai,nonwinner10.ai,,4,,4
,,,,,,,,,,,,,,nonwinner157.ai,nonwinner61.ai,nonwinner133.ai,,4,,4
25,3775,11,08,28,25,,,58,54,73,63,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner139.ai,nonwinner02.ai,,4,,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,,,nonwinner70.ai,nonwinner123.ai,nonwinner92.ai,,1,,5
,,,,,,,,,,,,winner04.ai,,,,,,1,4,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner82.ai,nonwinner98.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner23.ai,,1,,5
64,6831,04,02,23,29,32,43,59,47,73,75,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner147.ai,nonwinner152.ai,,2,,6
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner161.ai,nonwinner88.ai,,2,,6
71,783,14,15,20,30,34,45,49,53,63,74,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner89.ai,nonwinner43.ai,,2,,6
,,,,,,,,,,,,winner03.ai,,,,,,2,3,6
15,5827,,,27,21,33,45,56,52,67,73,free01.ai,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner144.ai,nonwinner114.ai,,3,,7
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner30.ai,nonwinner42.ai,,3,,7
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner165.ai,nonwinner08.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
135,5517,05,11,26,23,40,32,54,58,65,68,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner160.ai,nonwinner125.ai,nonwinner140.ai,,3,,7
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner39.ai,nonwinner134.ai,,3,,7
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner66.ai,nonwinner53.ai,,4,,8
84,2455,06,14,23,18,39,32,53,54,72,73,,,,,,base02.ai,4,,8
42,583,,,23,22,31,43,54,51,75,71,free01.ai,,,,,base02.ai,4,,8
35,4769,,,29,17,33,45,53,49,62,64,free01.ai,,,,,base02.ai,4,,8
56,811,09,13,25,20,35,44,,,64,75,free04.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner03.ai,,,,,,4,3,8
,,,,,,,,,,,,winner04.ai,,,,,,4,4,8
,,,,,,,,,,,,,,nonwinner44.ai,nonwinner82.ai,nonwinner94.ai,,1,,1
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner119.ai,nonwinner104.ai,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner64.ai,nonwinner119.ai,,1,,1
,,,,,,,,,,,,winner03.ai,,,,,,1,3,1
97,7053,07,03,21,29,39,31,52,48,64,73,,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner33.ai,nonwinner88.ai,,1,,1
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner71.ai,nonwinner166.ai,,2,,2
,,,,,,,,,,,,,,nonwinner41.ai,nonwinner108.ai,nonwinner77.ai,,2,,2
32,4032,06,05,29,18,38,40,,,62,65,free04.ai,,,,,base02.ai,2,,2
88,1287,14,01,17,20,32,45,55,48,75,65,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner148.ai,nonwinner01.ai,,2,,2
,,,,,,,,,,,,,,nonwinner105.ai,nonwinner80.ai,nonwinner16.ai,,2,,2
4,2029,05,04,21,24,38,32,,,,,free04.ai,free05.ai,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner87.ai,nonwinner147.ai,,3,,3
,,,,,,,,,,,,,,nonwinner118.ai,nonwinner03.ai,nonwinner117.ai,,3,,3
60,1917,01,12,17,27,44,39,46,49,62,63,,,,,,base02.ai,3,,3
88,4096,08,12,21,28,39,45,60,47,70,61,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner89.ai,nonwinner51.ai,,3,,3
,,,,,,,,,,,,,,nonwinner20.ai,nonwinner102.ai,nonwinner37.ai,,3,,3
88,1990,11,06,29,20,42,35,48,55,75,68,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner08.ai,nonwinner131.ai,,4,,4
81,3849,04,06,24,25,31,43,59,48,65,69,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner75.ai,nonwinner103.ai,nonwinner84.ai,,4,,4
,,,,,,,,,,,,,,nonwinner89.ai,nonwinner35.ai,nonwinner70.ai,,4,,4
137,7523,14,01,20,19,45,36,57,46,64,75,,,,,,base02.ai,4,,4
11,7581,,,23,24,,,50,58,63,64,free01.ai,free03.ai,,,,base02.ai,4,,4
2,1615,,,20,26,,,48,57,66,62,free01.ai,free03.ai,,,,base02.ai,1,,5
100,6192,04,14,29,28,31,35,56,50,65,68,,,,,,base02.ai,1,,5
93,5178,02,03,25,16,33,41,47,50,67,68,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner84.ai,nonwinner141.ai,,1,,5
86,2381,02,12,22,23,32,44,49,54,69,62,,,,,,base02.ai,1,,5
30,678,10,04,21,26,,,52,49,73,67,free03.ai,,,,,base02.ai,1,,5
9,3795,,,,,40,45,54,59,62,75,free01.ai,free02.ai,,,,base02.ai,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
,,,,,,,,,,,,,,nonwinner110.ai,nonwinner20.ai,nonwinner142.ai,,2,,6
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner113.ai,nonwinner92.ai,,2,,6
8,8752,,,20,29,39,35,,,71,66,free01.ai,free04.ai,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
113,3248,12,08,26,18,38,44,52,46,62,71,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
65,7363,04,13,27,30,45,33,59,48,75,61,,,,,,base02.ai,3,,7
72,6642,13,05,22,29,43,40,46,53,72,69,,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner159.ai,nonwinner36.ai,nonwinner52.ai,,3,,7
,,,,,,,,,,,,winner05.ai,,,,,,3,,7
,,,,,,,,,,,,,,nonwinner123.ai,nonwinner128.ai,nonwinner14.ai,,3,,7
37,2464,05,06,18,21,41,37,46,49,,,free05.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner32.ai,nonwinner109.ai,nonwinner42.ai,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
14,6747,02,15,19,28,,,,,70,61,free03.ai,free04.ai,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner136.ai,nonwinner31.ai,,4,,8
70,143,03,09,19,22,31,39,55,47,71,69,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
20,573,,,24,23,37,36,53,54,67,69,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner83.ai,nonwinner113.ai,,1,,1
,,,,,,,,,,,,winner01.ai,,,,,,1,1,1
,,,,,,,,,,,,,,nonwinner135.ai,nonwinner140.ai,nonwinner155.ai,,1,,1
,,,,,,,,,,,,winner03.ai,,,,,,1,3,1
83,8386,05,13,17,20,38,33,48,53,61,71,,,,,,base02.ai,1,,1
34,6163,,,19,26,44,38,56,47,65,68,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner19.ai,nonwinner107.ai,nonwinner147.ai,,2,,2
81,8470,15,11,22,19,43,33,60,49,73,69,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner74.ai,nonwinner73.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
109,3619,02,04,16,19,33,45,60,49,68,63,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner104.ai,nonwinner134.ai,,2,,2
,,,,,,,,,,,,,,nonwinner31.ai,nonwinner111.ai,nonwinner34.ai,,3,,3
67,4926,05,06,24,25,38,33,47,51,70,65,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
74,8227,05,13,29,16,37,32,49,57,69,66,,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner64.ai,nonwinner81.ai,nonwinner72.ai,,3,,3
46,5251,15,10,20,18,35,40,55,47,,,free05.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
123,3223,05,10,20,28,31,43,51,57,70,65,,,,,,base02.ai,4,,4
116,7342,03,09,24,28,34,35,50,51,72,65,,,,,,base02.ai,4,,4
60,1843,10,07,24,19,38,36,60,54,72,63,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner92.ai,nonwinner108.ai,nonwinner93.ai,,4,,4
,,,,,,,,,,,,,,nonwinner162.ai,nonwinner40.ai,nonwinner48.ai,,4,,4
,,,,,,,,,,,,,,nonwinner63.ai,nonwinner127.ai,nonwinner91.ai,,4,,4
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner142.ai,nonwinner73.ai,,1,,5
72,7369,11,10,26,27,34,31,50,53,73,71,,,,,,base02.ai,1,,5
23,7445,08,02,23,21,,,51,48,68,69,free03.ai,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner69.ai,nonwinner130.ai,,1,,5
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner21.ai,nonwinner109.ai,,1,,5
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner93.ai,nonwinner47.ai,,1,,5
,,,,,,,,,,,,winner05.ai,,,,,,1,,5
99,7085,06,01,25,18,41,42,46,55,62,65,,,,,,base02.ai,2,,6
85,7103,02,05,20,27,44,42,55,56,62,65,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner34.ai,nonwinner140.ai,nonwinner10.ai,,2,,6
,,,,,,,,,,,,,,nonwinner93.ai,nonwinner91.ai,nonwinner85.ai,,2,,6
57,6594,05,13,26,27,37,39,58,50,67,71,,,,,,base02.ai,2,,6
,,,,,,,,,,,,,,nonwinner18.ai,nonwinner80.ai,nonwinner46.ai,,2,,6
120,2974,04,12,28,21,37,42,48,57,73,70,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner60.ai,nonwinner10.ai,,3,,7
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner41.ai,nonwinner113.ai,,3,,7
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner121.ai,nonwinner19.ai,,3,,7
100,8732,04,06,28,23,31,34,47,60,70,69,,,,,,base02.ai,3,,7
79,8932,12,10,24,28,44,31,46,54,67,74,,,,,,base02.ai,3,,7
114,3848,08,05,22,27,37,40,56,49,73,64,,,,,,base02.ai,3,,7
91,4290,08,02,20,27,33,32,53,60,68,63,,,,,,base02.ai,4,,8
,,,,,,,,,,,,,,nonwinner136.ai,nonwinner02.ai,nonwinner91.ai,,4,,8
,,,,,,,,,,,,,,nonwinner116.ai,nonwinner138.ai,nonwinner31.ai,,4,,8
77,377,10,05,21,23,42,44,48,56,63,73,,,,,,base02.ai,4,,8
112,4674,01,13,23,24,42,31,56,46,70,68,,,,,,base02.ai,4,,8
140,3578,07,09,17,30,44,31,58,54,69,61,,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
6,8570,,,23,17,39,42,46,60,,,free01.ai,free05.ai,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner105.ai,nonwinner93.ai,nonwinner45.ai,,1,,1
132,3464,15,08,18,27,40,32,48,55,74,67,,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner55.ai,nonwinner17.ai,,1,,1
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner55.ai,nonwinner54.ai,,1,,1
27,4760,01,11,22,27,40,41,47,56,,,free05.ai,,,,,base02.ai,1,,1
53,450,11,09,26,30,,,48,50,69,63,free03.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner116.ai,nonwinner06.ai,nonwinner22.ai,,2,,2
,,,,,,,,,,,,,,nonwinner110.ai,nonwinner38.ai,nonwinner113.ai,,2,,2
,,,,,,,,,,,,,,nonwinner145.ai,nonwinner123.ai,nonwinner11.ai,,2,,2
74,70,11,06,25,20,42,33,50,53,72,65,,,,,,base02.ai,2,,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
,,,,,,,,,,,,winner04.ai,,,,,,2,4,2
116,4528,13,04,18,24,40,32,59,50,75,64,,,,,,base02.ai,3,,3
95,5468,10,11,16,17,33,32,50,52,75,74,,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner121.ai,nonwinner105.ai,nonwinner144.ai,,3,,3
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner117.ai,nonwinner162.ai,,3,,3
25,6530,02,05,25,23,,,53,52,70,71,free03.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner140.ai,nonwinner57.ai,,3,,3
,,,,,,,,,,,,,,nonwinner78.ai,nonwinner50.ai,nonwinner162.ai,,3,,3
4,8797,,,18,26,44,39,,,61,63,free01.ai,free04.ai,,,,base02.ai,4,,4
32,5044,06,03,17,21,,,50,55,66,72,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner125.ai,nonwinner36.ai,nonwinner18.ai,,4,,4
,,,,,,,,,,,,,,nonwinner49.ai,nonwinner159.ai,nonwinner15.ai,,4,,4
,,,,,,,,,,,,,,nonwinner66.ai,nonwinner10.ai,nonwinner39.ai,,4,,4
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner13.ai,nonwinner26.ai,,4,,4
18,7092,15,02,,,41,39,56,53,64,68,free02.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner28.ai,nonwinner100.ai,,1,,5
,,,,,,,,,,,,,,nonwinner82.ai,nonwinner51.ai,nonwinner16.ai,,1,,5
65,7438,10,05,21,16,39,44,59,48,66,62,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner22.ai,nonwinner12.ai,,1,,5
44,6064,12,14,26,17,,,55,56,75,74,free03.ai,,,,,base02.ai,1,,5
128,7735,03,13,16,18,40,44,53,58,72,71,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner122.ai,nonwinner145.ai,,1,,5
92,4109,01,08,16,27,32,40,59,55,75,68,,,,,,base02.ai,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,,,nonwinner54.ai,nonwinner111.ai,nonwinner119.ai,,2,,6
,,,,,,,,,,,,,,nonwinner129.ai,nonwinner27.ai,nonwinner56.ai,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner05.ai,,,,,,2,,6
,,,,,,,,,,,,winner04.ai,,,,,,2,4,6
107,7812,04,05,20,24,31,40,57,47,63,61,,,,,,base02.ai,3,,7
121,1196,11,06,22,25,34,35,55,46,69,65,,,,,,base02.ai,3,,7
30,5625,10,05,28,30,39,41,,,64,63,free04.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner108.ai,nonwinner84.ai,,3,,7
,,,,,,,,,,,,,,nonwinner114.ai,nonwinner84.ai,nonwinner123.ai,,3,,7
44,217,05,12,28,17,,,56,48,67,73,free03.ai,,,,,base02.ai,3,,7
,,,,,,,,,,,,winner04.ai,,,,,,3,4,7
7,7697,09,11,,,36,32,,,66,67,free02.ai,free04.ai,,,,base02.ai,4,,8
105,5360,07,05,21,20,36,44,48,49,71,68,,,,,,base02.ai,4,,8
28,7588,03,01,22,19,37,43,,,62,66,free04.ai,,,,,base02.ai,4,,8
49,1933,12,08,17,21,39,35,,,63,64,free04.ai,,,,,base02.ai,4,,8
,,,,,,,,,,,,winner05.ai,,,,,,4,,8
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner64.ai,nonwinner35.ai,,4,,8
,,,,,,,,,,,,,,nonwinner123.ai,nonwinner59.ai,nonwinner31.ai,,4,,8
21,4852,,,27,24,43,31,56,48,65,66,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
,,,,,,,,,,,,winner05.ai,,,,,,1,,1
112,7861,08,05,16,27,42,43,57,50,71,64,,,,,,base02.ai,1,,1
35,6163,,,25,21,35,31,58,52,62,69,free01.ai,,,,,base02.ai,1,,1
,,,,,,,,,,,,,,nonwinner164.ai,nonwinner10.ai,nonwinner91.ai,,1,,1
77,4648,09,01,16,30,41,32,55,59,64,67,,,,,,base02.ai,1,,1
34,5199,,,23,18,35,31,57,59,68,74,free01.ai,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner134.ai,nonwinner31.ai,nonwinner133.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
118,3003,01,12,24,30,38,36,46,54,64,72,,,,,,base02.ai,2,,2
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner105.ai,nonwinner125.ai,,2,,2
,,,,,,,,,,,,winner05.ai,,,,,,2,,2
,,,,,,,,,,,,,,nonwinner118.ai,nonwinner62.ai,nonwinner139.ai,,2,,2
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner99.ai,nonwinner12.ai,,3,,3
,,,,,,,,,,,,winner04.ai,,,,,,3,4,3
,,,,,,,,,,,,winner03.ai,,,,,,3,3,3
,,,,,,,,,,,,winner05.ai,,,,,,3,,3
,,,,,,,,,,,,,,nonwinner54.ai,nonwinner122.ai,nonwinner166.ai,,3,,3
96,2810,02,05,28,29,42,43,54,48,69,68,,,,,,base02.ai,3,,3
54,8725,13,06,29,22,,,52,58,72,71,free03.ai,,,,,base02.ai,3,,3
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner46.ai,nonwinner111.ai,,4,,4
79,3606,12,11,18,30,38,39,56,58,71,72,,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner145.ai,nonwinner09.ai,,4,,4
16,3319,,,25,23,34,44,59,49,72,63,free01.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,winner05.ai,,,,,,4,,4
,,,,,,,,,,,,winner03.ai,,,,,,4,3,4
23,2451,05,12,20,25,,,60,52,67,70,free03.ai,,,,,base02.ai,4,,4
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner44.ai,nonwinner122.ai,,1,,5
21,4852,,,27,24,43,31,56,48,65,66,free01.ai,,,,,base02.ai,1,,5
91,7169,01,12,16,21,34,44,51,55,68,66,,,,,,base02.ai,1,,5
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner146.ai,nonwinner100.ai,,1,,5
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner68.ai,nonwinner20.ai,,1,,5
,,,,,,,,,,,,,,nonwinner95.ai,nonwinner154.ai,nonwinner59.ai,,1,,5
70,4814,15,13,22,16,35,36,49,54,63,74,,,,,,base02.ai,1,,5
