TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,Up
2,1986,,,,,35,41,55,52,65,70,free01.ai,free02.ai,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner04.ai,nonwinner01.ai,,2,10
21,1673,,,28,19,43,41,58,50,64,74,free01.ai,,,,,base02.ai,2,10
44,4413,08,09,,,44,35,56,59,66,68,free02.ai,,,,,base02.ai,3,11
54,4197,10,15,,,44,40,50,60,65,75,free02.ai,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner08.ai,nonwinner01.ai,,4,12
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner10.ai,nonwinner02.ai,,4,12
127,7024,09,06,28,21,37,41,57,49,74,63,,,,,,base02.ai,1,13
121,4681,15,13,26,16,33,32,55,53,72,70,,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner10.ai,nonwinner03.ai,,2,14
130,4717,06,05,16,20,31,41,59,46,62,66,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,,3,15
98,8416,01,11,18,26,35,37,49,56,67,68,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner01.ai,nonwinner07.ai,,4,16
11,4632,,,,,43,42,59,56,70,74,free01.ai,free02.ai,,,,base02.ai,4,16
85,8597,07,14,23,20,39,31,46,60,64,62,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner02.ai,,1,17
9,4512,,,,,43,32,46,57,73,71,free01.ai,free02.ai,,,,base02.ai,2,18
1,6261,,,24,30,,,52,46,61,64,free01.ai,free03.ai,,,,base02.ai,2,18
35,7276,09,04,24,27,31,44,,,63,70,free04.ai,,,,,base02.ai,3,19
33,8787,01,05,,,44,38,47,60,75,69,free02.ai,,,,,base02.ai,3,19
114,6993,05,15,28,22,41,34,48,52,66,75,,,,,,base02.ai,4,20
132,4869,06,13,22,21,36,34,57,56,75,72,,,,,,base02.ai,4,20
83,5086,10,09,23,30,34,44,46,50,71,74,,,,,,base02.ai,1,21
89,2527,09,02,23,24,40,42,59,57,69,67,,,,,,base02.ai,1,21
29,7859,,,25,24,45,35,47,58,74,65,free01.ai,,,,,base02.ai,2,22
123,7861,05,11,27,23,43,39,50,59,64,72,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner07.ai,,3,23
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner01.ai,,3,23
99,7849,05,13,27,18,37,40,51,59,73,65,,,,,,base02.ai,4,24
47,3032,07,15,,,38,42,50,59,68,75,free02.ai,,,,,base02.ai,4,24
35,3839,12,05,,,45,38,60,48,72,63,free02.ai,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner07.ai,nonwinner10.ai,,1,25
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner03.ai,nonwinner05.ai,,2,26
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner02.ai,,2,26
110,6005,05,14,21,20,31,42,56,57,62,68,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner03.ai,nonwinner08.ai,,3,27
124,3751,09,11,27,24,33,35,57,54,72,71,,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner09.ai,nonwinner11.ai,,4,28
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner04.ai,,1,1
96,5431,07,09,25,20,45,31,60,57,65,75,,,,,,base02.ai,1,1
107,7483,11,15,30,22,41,42,51,49,71,65,,,,,,base02.ai,2,2
135,5227,11,13,24,25,42,45,52,54,74,72,,,,,,base02.ai,2,2
100,6804,10,04,27,25,31,45,50,56,71,68,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner13.ai,,3,3
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner15.ai,,4,4
42,5376,,,18,30,45,32,49,50,72,70,free01.ai,,,,,base02.ai,4,4
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner14.ai,,1,5
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner14.ai,,1,5
79,4915,11,01,26,17,44,35,53,48,73,62,,,,,,base02.ai,2,6
137,2099,15,06,20,19,44,41,46,54,72,70,,,,,,base02.ai,2,6
34,3441,,,28,17,38,39,53,58,62,72,free01.ai,,,,,base02.ai,3,7
138,7257,10,02,26,25,40,38,56,57,63,75,,,,,,base02.ai,3,7
86,6830,10,04,27,21,31,34,54,53,64,61,,,,,,base02.ai,4,8
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner07.ai,,1,9
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner04.ai,nonwinner05.ai,,1,9
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner06.ai,,2,10
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner14.ai,nonwinner08.ai,,2,10
96,5069,12,07,24,20,40,42,58,49,66,62,,,,,,base02.ai,3,11
52,8344,,,26,22,32,44,50,60,71,68,free01.ai,,,,,base02.ai,3,11
81,829,12,02,22,19,31,44,46,56,75,63,,,,,,base02.ai,4,12
29,315,,,21,24,33,32,53,47,69,64,free01.ai,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner13.ai,nonwinner12.ai,,1,13
65,1427,12,10,28,21,36,45,51,50,68,74,,,,,,base02.ai,1,13
138,4255,07,04,29,22,44,34,52,53,68,67,,,,,,base02.ai,2,14
,,,,,,,,,,,,winner01.ai,,,,,,2,14
48,1309,05,07,,,40,31,59,54,75,72,free02.ai,,,,,base02.ai,3,15
36,7276,,,22,26,38,40,52,54,69,65,free01.ai,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner06.ai,,4,16
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner02.ai,nonwinner03.ai,,4,16
59,5932,11,10,28,26,35,41,50,52,71,61,,,,,,base02.ai,1,17
87,4982,12,04,17,20,32,38,60,53,75,68,,,,,,base02.ai,1,17
99,1841,10,09,27,23,45,35,54,46,74,65,,,,,,base02.ai,2,18
97,8520,10,07,18,24,33,37,57,58,71,62,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner11.ai,nonwinner14.ai,,3,19
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner08.ai,,3,19
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner07.ai,nonwinner05.ai,,4,20
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai,,4,20
127,7024,09,06,28,21,37,41,57,49,74,63,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner12.ai,nonwinner02.ai,,1,21
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner05.ai,,2,22
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner12.ai,nonwinner05.ai,,2,22
108,2112,08,05,18,26,34,39,48,54,75,74,,,,,,base02.ai,3,23
118,1811,03,12,28,30,42,40,54,50,75,70,,,,,,base02.ai,3,23
107,5847,13,01,16,21,38,36,48,55,74,66,,,,,,base02.ai,4,24
113,5143,05,11,16,27,36,44,50,57,69,73,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner03.ai,,1,25
31,4853,,,24,23,41,38,55,51,71,67,free01.ai,,,,,base02.ai,1,25
109,8431,14,08,26,17,41,39,51,46,63,62,,,,,,base02.ai,2,26
113,3622,06,09,28,20,34,35,57,46,73,67,,,,,,base02.ai,2,26
102,5709,06,07,23,30,34,39,48,59,67,64,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner13.ai,,3,27
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner07.ai,,4,28
24,1107,,,27,17,37,40,49,51,68,71,free01.ai,,,,,base02.ai,4,28
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner11.ai,nonwinner04.ai,,1,1
66,1427,01,06,27,22,40,39,49,56,63,72,,,,,,base02.ai,1,1
131,4460,05,08,18,24,35,38,49,54,65,66,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner12.ai,,2,2
48,1309,05,07,,,40,31,59,54,75,72,free02.ai,,,,,base02.ai,3,3
92,6425,06,04,21,22,36,40,55,53,65,68,,,,,,base02.ai,3,3
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner06.ai,nonwinner03.ai,,4,4
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner05.ai,nonwinner06.ai,,4,4
96,5431,07,09,25,20,45,31,60,57,65,75,,,,,,base02.ai,1,5
,,,,,,,,,,,,winner01.ai,,,,,,1,5
31,8077,,,16,20,42,39,60,51,68,75,free01.ai,,,,,base02.ai,2,6
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner04.ai,nonwinner01.ai,,2,6
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner03.ai,nonwinner06.ai,,3,7
106,6948,06,09,29,22,36,43,46,57,68,74,,,,,,base02.ai,3,7
118,1286,10,08,24,19,35,45,49,57,62,69,,,,,,base02.ai,4,8
70,2185,04,11,26,25,38,44,58,60,67,73,,,,,,base02.ai,4,8
128,4233,02,01,17,16,41,45,48,50,73,74,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner14.ai,,1,9
113,3622,06,09,28,20,34,35,57,46,73,67,,,,,,base02.ai,2,10
59,1739,15,14,27,18,41,44,47,51,74,72,,,,,,base02.ai,2,10
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner07.ai,,3,11
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai,,3,11
79,6290,09,13,26,28,40,44,55,49,65,71,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner04.ai,,4,12
81,5308,01,03,24,19,44,40,49,51,74,65,,,,,,base02.ai,1,13
23,5342,,,17,21,34,39,48,52,72,64,free01.ai,,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner01.ai,,2,14
14,1034,,,19,18,,,47,53,68,63,free01.ai,free03.ai,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner14.ai,,3,15
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner14.ai,,3,15
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner05.ai,nonwinner12.ai,,4,16
57,4180,02,04,21,25,42,35,51,58,72,75,,,,,,base02.ai,4,16
121,4681,15,13,26,16,33,32,55,53,72,70,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner07.ai,nonwinner03.ai,,1,17
,,,,,,,,,,,,winner01.ai,,,,,,2,18
43,1178,,,30,17,45,37,56,46,62,65,free01.ai,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner09.ai,,3,19
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner03.ai,nonwinner06.ai,,3,19
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner01.ai,,4,20
56,1645,13,11,,,35,42,55,51,62,64,free02.ai,,,,,base02.ai,4,20
37,2224,,,28,24,44,37,46,60,73,74,free01.ai,,,,,base02.ai,1,21
91,2524,05,01,26,30,42,36,60,53,75,68,,,,,,base02.ai,1,21
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner11.ai,,2,22
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner11.ai,nonwinner07.ai,,2,22
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner03.ai,,3,23
,,,,,,,,,,,,winner01.ai,,,,,,3,23
59,3072,05,14,21,19,38,35,51,58,71,74,,,,,,base02.ai,4,24
75,6322,08,11,17,27,31,45,53,60,70,74,,,,,,base02.ai,4,24
87,4982,12,04,17,20,32,38,60,53,75,68,,,,,,base02.ai,1,25
89,2527,09,02,23,24,40,42,59,57,69,67,,,,,,base02.ai,1,25
17,6081,,,18,21,37,36,59,56,70,64,free01.ai,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner04.ai,nonwinner02.ai,,2,26
86,3136,04,03,17,20,41,31,54,52,67,63,,,,,,base02.ai,3,27
94,3586,05,13,25,19,45,41,51,60,65,75,,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner10.ai,nonwinner01.ai,,4,28
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner12.ai,nonwinner03.ai,,4,28
62,5916,03,01,23,20,37,42,49,47,75,62,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner02.ai,nonwinner14.ai,,1,1
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner11.ai,nonwinner06.ai,,2,2
41,5497,08,10,,,40,33,51,48,63,62,free02.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner08.ai,,3,3
30,3239,,,18,21,35,37,53,46,71,74,free01.ai,,,,,base02.ai,3,3
108,2151,14,03,27,26,43,45,47,50,64,73,,,,,,base02.ai,4,4
76,2378,10,06,30,22,45,33,52,60,62,71,,,,,,base02.ai,4,4
56,7159,04,11,,,31,36,56,47,73,66,free02.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner14.ai,nonwinner03.ai,,1,5
93,8376,05,13,27,28,33,32,55,48,65,63,,,,,,base02.ai,2,6
25,6618,,,22,25,38,33,49,58,61,63,free01.ai,,,,,base02.ai,2,6
66,7588,01,08,19,16,43,33,50,54,66,73,,,,,,base02.ai,3,7
82,2384,02,06,20,26,39,42,53,47,70,74,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner13.ai,nonwinner05.ai,,4,8
74,5326,06,13,19,29,42,31,52,49,66,69,,,,,,base02.ai,4,8
34,4350,,,30,16,38,33,55,49,67,63,free01.ai,,,,,base02.ai,1,9
10,1744,,,16,20,42,36,,,65,63,free01.ai,free04.ai,,,,base02.ai,1,9
63,2452,08,12,17,18,39,38,50,59,62,69,,,,,,base02.ai,2,10
11,4790,,,,,38,43,53,48,70,64,free01.ai,free02.ai,,,,base02.ai,2,10
66,7588,01,08,19,16,43,33,50,54,66,73,,,,,,base02.ai,3,11
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner13.ai,,3,11
41,6244,,,16,25,40,31,59,55,71,70,free01.ai,,,,,base02.ai,4,12
89,346,05,09,24,30,33,43,52,60,68,74,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner15.ai,nonwinner12.ai,,1,13
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner06.ai,,1,13
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner13.ai,nonwinner07.ai,,2,14
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner10.ai,nonwinner03.ai,,2,14
52,8344,,,26,22,32,44,50,60,71,68,free01.ai,,,,,base02.ai,3,15
106,6948,06,09,29,22,36,43,46,57,68,74,,,,,,base02.ai,3,15
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner11.ai,,4,16
1,6905,,,30,26,38,31,,,71,74,free01.ai,free04.ai,,,,base02.ai,4,16
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner04.ai,nonwinner08.ai,,1,17
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner10.ai,nonwinner12.ai,,1,17
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner12.ai,,2,18
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner06.ai,nonwinner10.ai,,2,18
25,5209,15,11,,,37,44,51,46,63,75,free02.ai,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner07.ai,nonwinner04.ai,,3,19
84,1102,14,13,24,25,39,33,52,60,65,74,,,,,,base02.ai,4,20
138,6768,09,06,18,27,34,37,60,53,64,72,,,,,,base02.ai,4,20
71,5666,15,09,20,24,39,32,57,46,72,68,,,,,,base02.ai,1,21
17,1610,13,05,,,35,41,50,59,65,72,free02.ai,,,,,base02.ai,1,21
97,8520,10,07,18,24,33,37,57,58,71,62,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner11.ai,nonwinner08.ai,,2,22
82,2384,02,06,20,26,39,42,53,47,70,74,,,,,,base02.ai,3,23
130,844,08,13,28,24,37,42,59,48,65,73,,,,,,base02.ai,3,23
105,8741,14,08,18,26,40,37,50,51,65,68,,,,,,base02.ai,4,24
39,5091,,,26,19,36,38,57,49,66,72,free01.ai,,,,,base02.ai,4,24
73,3158,14,02,29,28,45,40,59,53,74,62,,,,,,base02.ai,1,25
57,1793,07,06,17,26,31,42,52,48,72,70,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner13.ai,nonwinner15.ai,,2,26
11,4790,,,,,38,43,53,48,70,64,free01.ai,free02.ai,,,,base02.ai,2,26
82,2384,02,06,20,26,39,42,53,47,70,74,,,,,,base02.ai,3,27
6,6139,,,,,32,34,59,54,66,62,free01.ai,free02.ai,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner04.ai,nonwinner01.ai,,4,28
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner02.ai,nonwinner05.ai,,4,28
54,3536,,,24,23,40,43,49,56,64,61,free01.ai,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner13.ai,nonwinner05.ai,,1,1
47,8173,,,21,23,45,41,50,56,64,73,free01.ai,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner08.ai,nonwinner05.ai,,2,2
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner03.ai,nonwinner08.ai,,3,3
138,7257,10,02,26,25,40,38,56,57,63,75,,,,,,base02.ai,3,3
8,7630,,,23,20,,,57,48,66,61,free01.ai,free03.ai,,,,base02.ai,4,4
92,3703,06,09,18,29,33,41,49,59,66,69,,,,,,base02.ai,4,4
52,5733,11,01,26,27,,,57,47,64,68,free03.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner11.ai,nonwinner08.ai,,1,5
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner05.ai,,2,6
75,3328,04,01,22,16,43,37,52,56,67,61,,,,,,base02.ai,2,6
114,1356,01,11,29,19,36,33,54,59,62,61,,,,,,base02.ai,3,7
68,692,05,13,21,17,38,33,57,52,70,65,,,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner02.ai,,4,8
24,1107,,,27,17,37,40,49,51,68,71,free01.ai,,,,,base02.ai,4,8
26,6610,01,06,,,34,35,49,55,63,62,free02.ai,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner14.ai,,1,9
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner15.ai,,2,10
1,6261,,,24,30,,,52,46,61,64,free01.ai,free03.ai,,,,base02.ai,2,10
,,,,,,,,,,,,winner01.ai,,,,,,3,11
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner05.ai,nonwinner15.ai,,3,11
131,7514,14,03,19,18,33,39,51,60,73,68,,,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner05.ai,nonwinner12.ai,,4,12
7,1821,,,23,26,34,37,,,72,70,free01.ai,free04.ai,,,,base02.ai,1,13
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner06.ai,nonwinner07.ai,,1,13
50,2821,,,24,22,40,35,60,53,61,63,free01.ai,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner12.ai,nonwinner14.ai,,2,14
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner10.ai,nonwinner08.ai,,3,15
,,,,,,,,,,,,winner01.ai,,,,,,3,15
77,3672,03,11,16,22,34,37,52,48,63,69,,,,,,base02.ai,4,16
29,315,,,21,24,33,32,53,47,69,64,free01.ai,,,,,base02.ai,4,16
117,6364,10,01,19,20,41,35,51,56,68,65,,,,,,base02.ai,1,17
131,7259,05,04,23,27,37,33,54,46,62,66,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner12.ai,nonwinner15.ai,,2,18
137,2099,15,06,20,19,44,41,46,54,72,70,,,,,,base02.ai,2,18
,,,,,,,,,,,,,,nonwinner12.ai,nonwinner03.ai,nonwinner06.ai,,3,19
,,,,,,,,,,,,winner01.ai,,,,,,3,19
88,982,06,12,29,20,40,32,53,51,65,73,,,,,,base02.ai,4,20
104,4621,11,05,22,23,44,36,59,52,66,73,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner06.ai,,1,21
77,5549,13,04,30,21,31,36,48,57,69,65,,,,,,base02.ai,1,21
23,5773,11,15,,,32,45,58,46,67,75,free02.ai,,,,,base02.ai,2,22
35,8608,01,07,,,43,35,50,46,69,75,free02.ai,,,,,base02.ai,2,22
126,4716,15,14,17,23,37,36,55,50,74,63,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner14.ai,,3,23
121,2664,14,06,27,30,38,43,57,51,68,75,,,,,,base02.ai,4,24
15,7482,,,29,27,39,41,48,52,64,63,free01.ai,,,,,base02.ai,4,24
83,5086,10,09,23,30,34,44,46,50,71,74,,,,,,base02.ai,1,25
,,,,,,,,,,,,winner01.ai,,,,,,1,25
43,1178,,,30,17,45,37,56,46,62,65,free01.ai,,,,,base02.ai,2,26
111,4963,12,01,16,18,40,35,47,48,65,64,,,,,,base02.ai,2,26
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner03.ai,,3,27
34,3441,,,28,17,38,39,53,58,62,72,free01.ai,,,,,base02.ai,3,27
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner13.ai,,4,28
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner13.ai,nonwinner14.ai,,4,28
112,3175,07,12,19,16,35,31,53,46,61,65,,,,,,base02.ai,1,1
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner09.ai,nonwinner07.ai,,1,1
115,5098,11,09,22,19,44,31,60,53,73,65,,,,,,base02.ai,2,2
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner07.ai,nonwinner11.ai,,2,2
78,5385,06,15,20,25,31,33,48,54,74,65,,,,,,base02.ai,3,3
26,5994,,,21,19,38,34,53,47,62,67,free01.ai,,,,,base02.ai,3,3
98,7172,09,13,19,29,41,37,55,46,66,68,,,,,,base02.ai,4,4
100,4418,01,13,17,22,44,38,55,58,74,64,,,,,,base02.ai,4,4
16,3093,,,19,26,34,41,47,56,73,61,free01.ai,,,,,base02.ai,1,5
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner15.ai,nonwinner08.ai,,1,5
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner15.ai,,2,6
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner11.ai,nonwinner06.ai,,2,6
8,2783,,,23,18,31,40,,,70,74,free01.ai,free04.ai,,,,base02.ai,3,7
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner15.ai,nonwinner02.ai,,3,7
32,7880,,,22,30,37,35,57,60,73,62,free01.ai,,,,,base02.ai,4,8
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner02.ai,nonwinner14.ai,,4,8
68,6612,03,15,20,25,35,43,58,54,72,64,,,,,,base02.ai,1,9
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner01.ai,nonwinner12.ai,,1,9
37,5139,07,08,,,31,39,56,49,63,73,free02.ai,,,,,base02.ai,2,10
19,2379,,,23,24,45,39,59,53,62,70,free01.ai,,,,,base02.ai,2,10
118,1811,03,12,28,30,42,40,54,50,75,70,,,,,,base02.ai,3,11
50,595,09,12,,,35,39,56,49,73,61,free02.ai,,,,,base02.ai,3,11
49,5556,04,05,,,35,40,54,56,68,73,free02.ai,,,,,base02.ai,4,12
3,7009,08,11,,,,,58,60,66,69,free02.ai,free03.ai,,,,base02.ai,4,12
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai,,1,13
41,958,08,03,,,43,45,52,49,67,65,free02.ai,,,,,base02.ai,1,13
58,5441,04,13,16,26,44,41,47,58,62,70,,,,,,base02.ai,2,14
108,6291,15,09,21,24,37,38,55,48,61,68,,,,,,base02.ai,2,14
,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner09.ai,,3,15
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner02.ai,,3,15
5,3590,,,,,40,39,47,51,61,67,free01.ai,free02.ai,,,,base02.ai,4,16
107,5847,13,01,16,21,38,36,48,55,74,66,,,,,,base02.ai,4,16
75,5970,14,12,24,30,44,43,57,55,63,65,,,,,,base02.ai,1,17
97,556,15,11,22,28,41,35,51,48,61,74,,,,,,base02.ai,1,17
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner06.ai,nonwinner05.ai,,2,18
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner12.ai,nonwinner05.ai,,2,18
99,5464,03,12,27,24,31,42,51,56,63,72,,,,,,base02.ai,3,19
27,5972,10,13,,,40,34,59,60,67,69,free02.ai,,,,,base02.ai,3,19
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner10.ai,nonwinner01.ai,,4,20
94,6842,06,09,21,17,35,41,52,47,63,68,,,,,,base02.ai,4,20
,,,,,,,,,,,,,,nonwinner10.ai,nonwinner06.ai,nonwinner11.ai,,1,21
,,,,,,,,,,,,,,nonwinner14.ai,nonwinner13.ai,nonwinner10.ai,,1,21
93,8376,05,13,27,28,33,32,55,48,65,63,,,,,,base02.ai,2,22
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner04.ai,,2,22
90,1420,06,11,20,23,38,40,51,56,63,68,,,,,,base02.ai,3,23
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner13.ai,nonwinner09.ai,,3,23
73,8493,09,07,27,19,36,33,55,51,72,68,,,,,,base02.ai,4,24
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner06.ai,,4,24
,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner12.ai,,1,25
133,6653,06,04,21,20,35,33,46,54,66,62,,,,,,base02.ai,1,25
,,,,,,,,,,,,,,nonwinner11.ai,nonwinner02.ai,nonwinner10.ai,,2,26
29,7859,,,25,24,45,35,47,58,74,65,free01.ai,,,,,base02.ai,2,26
124,1347,12,10,22,16,41,45,58,55,66,64,,,,,,base02.ai,3,27
48,1309,05,07,,,40,31,59,54,75,72,free02.ai,,,,,base02.ai,3,27
